epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_precision,valid_macro_recall,valid_macro_f1,valid_weighted_precision,valid_weighted_recall,valid_weighted_f1,valid_top2_accuracy,valid_top3_accuracy
13,0.9078000473447038,0.43990775396015275,2.664682710805854,0.24595316674524595,0.15191405776606096,0.1649915528939147,0.14351417885254208,0.35837775577260655,0.24595316674524595,0.2774772217702519,0.4809052333804809,0.6808109382366808
14,0.8662254423875403,0.45028543344297,2.7318858621481286,0.25051076536225053,0.15232585095372636,0.16437737477845235,0.14510591221630245,0.35675999485191184,0.25051076536225053,0.28046538002119,0.4871915763004872,0.6957410026716957
15,0.8303696399469475,0.468243166609958,2.777495360010996,0.25742574257425743,0.15195787826476653,0.162821434170584,0.14510482341314404,0.3594531504631945,0.25742574257425743,0.2887649570439811,0.495992456388496,0.6980983812666981
16,0.7972618967620309,0.48387584590374655,2.83819426055901,0.2556969982712557,0.15300898949317207,0.1614654636237231,0.14523290503605504,0.36143522384200494,0.2556969982712557,0.2859190840381215,0.4911205406254911,0.699041332704699
17,0.7704415758081269,0.4929303239953121,2.8753559128510844,0.25695426685525696,0.15105308631117426,0.16138035223781938,0.14464621107690603,0.3554909821875493,0.25695426685525696,0.2870388555100439,0.4941065535124941,0.7039132484677039
18,0.7408555702362559,0.5080526256096178,2.9381066413677357,0.267012415527267,0.1514932643200077,0.15915119231128277,0.14617546271600426,0.3560919287520621,0.267012415527267,0.2963017394258384,0.5102938865315103,0.7108282256797108
19,0.7108984835614041,0.5217761143246002,3.007837546727913,0.27707056419927706,0.1517888469575209,0.15911395954332438,0.14751056430541842,0.357619394300313,0.27707056419927706,0.3050561871904068,0.5162659123055162,0.7202577400597202
20,0.6895202924874342,0.5304147291217723,3.0493327995038304,0.2668552569542669,0.15033333468528037,0.15853285487868946,0.14585625508580596,0.3515978440391889,0.2668552569542669,0.2947714353959732,0.5131227408455131,0.7216721672167217
21,0.6684567784727654,0.5408680201126611,3.1260790421343367,0.2814710042432815,0.15219835808600946,0.1582701017165032,0.14958132266190308,0.35173570017255235,0.2814710042432815,0.30635133510447754,0.5326104038975326,0.7348734873487349
22,0.648009158281346,0.5502816528675665,3.1565512604033743,0.2696841112682697,0.149916878279609,0.15725313312579398,0.1460756439136373,0.3491325759005789,0.2696841112682697,0.2951874264436386,0.5198805594845198,0.7268584001257269
23,0.6243931436862284,0.5617178934633851,3.2163239896400495,0.2776991984912777,0.15155572013494417,0.1579188938793329,0.14838171624126065,0.35282827017199087,0.2776991984912777,0.3031303561850093,0.5269526952695269,0.7331447430457332
24,0.608210642842966,0.5708101773089864,3.2808388027027493,0.2753418198962753,0.15139825139457952,0.15815764149257228,0.1485479678872091,0.347142190778807,0.2753418198962753,0.2990491366954599,0.5310388181675311,0.7336162187647336
25,0.5899728807960087,0.5816415258402329,3.3252214678761796,0.2754989784692755,0.14729017788579765,0.15406581107515166,0.14458702234799897,0.34765901354940026,0.2754989784692755,0.2985099463727544,0.5297815495835297,0.7372308659437372
26,0.5743753392413985,0.5894106082945825,3.3710827618373673,0.27974225994027974,0.14581153769745087,0.15152442773240876,0.14303068110543363,0.3484295253146669,0.27974225994027974,0.3029975606954197,0.531981769605532,0.7391167688197391
27,0.5588922393078173,0.60005292805565,3.4436572885131116,0.2883859814552884,0.1446026837359525,0.14800146382991988,0.14200144689265404,0.349208165739622,0.2883859814552884,0.3096112456735415,0.5462831997485463,0.7446173188747446
28,0.5495157240311512,0.6039280178443159,3.4731038493141897,0.2824139556812824,0.14293095243376502,0.1471466582429423,0.14045769252668974,0.3442585132861901,0.2824139556812824,0.3029226361258628,0.5379537953795379,0.7471318560427471
29,0.5298635023405753,0.6136251937544894,3.497896733194819,0.2857142857142857,0.14549369629454778,0.15003403770722998,0.14336812880800262,0.3473746308906078,0.2857142857142857,0.3073379601266171,0.53999685682854,0.7491749174917491
