team,name,Hand,AVG,HR,SLG,SB,IsoD,type_power,type_avg,type_speed,type_eye,type_all
中日,中島宏之,右打,0.0,0.0,0.0,0.0,0.13333333333333333,0,0,0,1,0
中日,中田翔,右打,0.2169811320754717,4.0,0.32075471698113206,0.0,0.031907756813417176,0,0,0,0,0
中日,根尾昂,左打,0.5,0.0,1.0,0.0,0.0,1,1,0,0,0
中日,橋本侑樹,左打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,土生翔太,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,ビシエド,右打,0.20930232558139536,1.0,0.3023255813953488,0.0,0.05156723963599594,0,0,0,0,0
中日,樋口正修,左打,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0
中日,ブライト健太,右打,0.2391304347826087,2.0,0.3695652173913043,0.0,0.07459505541346972,0,0,0,0,0
中日,福敬登,左打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,福谷浩司,右打,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0
中日,福永裕基,右打,0.30578512396694213,6.0,0.42699724517906334,9.0,0.056023921259188536,1,1,0,0,0
中日,藤嶋健人,右打,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0
中日,細川成也,右打,0.29213483146067415,23.0,0.47752808988764045,0.0,0.0761985018726592,1,1,0,0,0
中日,松木平優太,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,松葉貴大,左打,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0,0,0,0,0
中日,味谷大誠,左打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
中日,三好大倫,左打,0.21951219512195122,0.0,0.2682926829268293,0.0,0.05015072622636338,0,0,0,0,0
中日,村松開人,左打,0.2749326145552561,1.0,0.33692722371967654,3.0,0.05180005871207066,0,0,0,0,0
中日,メヒア,右打,0.0,0.0,0.0,0.0,0.08333333333333333,0,0,0,1,0
中日,柳裕也,右打,0.2,0.0,0.3,0.0,0.03809523809523807,0,0,0,0,0
中日,山本泰寛,右打,0.25,1.0,0.28846153846153844,1.0,0.06213872832369943,0,0,0,0,0
中日,龍空,左打,0.1590909090909091,0.0,0.18181818181818182,1.0,0.018686868686868696,0,0,0,0,0
中日,ロドリゲス,右打,0.12962962962962962,0.0,0.12962962962962962,0.0,0.031084656084656104,0,0,0,0,0
中日,涌井秀章,右打,0.045454545454545456,0.0,0.09090909090909091,0.0,0.04150197628458498,0,0,0,0,0
ソフトバンク,有原航平,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ソフトバンク,石川柊太,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ソフトバンク,石塚綜一郎,右打,0.1935483870967742,1.0,0.2903225806451613,0.0,0.13978494623655913,0,0,0,1,0
ソフトバンク,井上朋也,右打,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
ソフトバンク,今宮健太,右打,0.2619047619047619,6.0,0.3722943722943723,1.0,0.06947925368977997,0,0,1,0,0
ソフトバンク,ウォーカー,右打,0.16923076923076924,1.0,0.26153846153846155,1.0,0.012587412587412583,0,0,0,0,0
ソフトバンク,海野隆司,右打,0.17307692307692307,2.0,0.27884615384615385,0.0,0.052148302148302156,0,0,0,0,0
ソフトバンク,大関友久,左打,0.25,0.0,0.25,0.0,0.0,0,0,0,0,0
ソフトバンク,緒方理貢,左打,0.17307692307692307,0.0,0.23076923076923078,4.0,0.09810951760104303,0,0,0,1,0
