team,name,Hand,AB,H,2B,3B,HR,TB,BB,HBP,SF
日本ハム,福島蓮,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,福田光輝,左打,14.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
日本ハム,福田俊,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,伏見寅威,右打,165.0,40.0,5.0,0.0,0.0,45.0,4.0,2.0,1.0
日本ハム,古川裕大,左打,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
日本ハム,細川凌平,左打,54.0,12.0,1.0,0.0,0.0,13.0,4.0,0.0,2.0
日本ハム,細野晴希,左打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,堀瑞輝,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,マーフィー,右打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,マルティネス,右打,393.0,92.0,20.0,4.0,13.0,159.0,51.0,11.0,4.0
日本ハム,松浦慶斗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,松本剛,右打,437.0,103.0,18.0,1.0,1.0,126.0,24.0,4.0,4.0
日本ハム,万波中正,右打,508.0,128.0,34.0,0.0,18.0,216.0,39.0,5.0,3.0
日本ハム,水谷瞬,右打,327.0,94.0,18.0,3.0,9.0,145.0,21.0,3.0,1.0
日本ハム,水野達稀,左打,332.0,73.0,8.0,8.0,7.0,118.0,13.0,1.0,1.0
日本ハム,宮崎一樹,右打,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
日本ハム,宮西尚生,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,矢澤宏太,左打,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
日本ハム,柳川大晟,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,山﨑福也,左打,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
日本ハム,山本拓実,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日本ハム,レイエス,右打,335.0,97.0,15.0,1.0,25.0,189.0,31.0,0.0,2.0
日本ハム,ロドリゲス,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,愛斗,右打,69.0,13.0,2.0,0.0,0.0,15.0,4.0,1.0,0.0
ロッテ,東妻勇輔,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,池田来翔,右打,45.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0
ロッテ,石川歩,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,石川慎吾,右打,90.0,19.0,3.0,0.0,1.0,25.0,3.0,0.0,0.0
ロッテ,岩下大輝,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,上田希由翔,左打,58.0,15.0,3.0,0.0,0.0,18.0,2.0,2.0,1.0
ロッテ,大下誠一郎,右打,20.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
ロッテ,大谷輝龍,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,岡大海,右打,362.0,104.0,28.0,2.0,7.0,157.0,44.0,7.0,3.0
ロッテ,小川龍成,左打,261.0,63.0,2.0,0.0,0.0,65.0,30.0,0.0,2.0
ロッテ,荻野貴司,右打,197.0,55.0,6.0,1.0,1.0,66.0,10.0,2.0,0.0
ロッテ,小島和哉,左打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,小野郁,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,カイケル,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,柿沼友哉,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,角中勝也,左打,189.0,53.0,12.0,2.0,3.0,78.0,24.0,1.0,2.0
ロッテ,唐川侑己,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,菊地吏玖,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,国吉佑樹,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,コルデロ,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,坂本光士郎,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,佐々木朗希,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,佐藤都志也,左打,410.0,114.0,20.0,0.0,5.0,149.0,29.0,3.0,6.0
ロッテ,澤田圭佑,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,澤村拓一,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,鈴木昭汰,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,ソト,右打,491.0,132.0,22.0,2.0,21.0,221.0,42.0,5.0,4.0
ロッテ,ダイクストラ,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,高野脩汰,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,髙部瑛斗,左打,260.0,78.0,12.0,3.0,1.0,99.0,19.0,1.0,2.0
ロッテ,田中晴也,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,種市篤暉,右打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,田村龍弘,右打,140.0,28.0,10.0,0.0,0.0,38.0,14.0,0.0,2.0
ロッテ,茶谷健太,右打,72.0,12.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0
ロッテ,寺地隆成,左打,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
ロッテ,友杉篤輝,右打,355.0,73.0,10.0,0.0,0.0,83.0,17.0,0.0,2.0
ロッテ,中村奨吾,右打,376.0,88.0,18.0,0.0,4.0,118.0,41.0,5.0,0.0
ロッテ,中村稔弥,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,中森俊介,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,西野勇士,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,西村天裕,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,二保旭,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,廣畑敦也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,藤岡裕大,左打,312.0,80.0,13.0,1.0,5.0,110.0,46.0,2.0,2.0
ロッテ,藤原恭大,左打,231.0,67.0,8.0,4.0,2.0,89.0,25.0,3.0,2.0
ロッテ,ポランコ,左打,416.0,101.0,21.0,0.0,23.0,191.0,46.0,2.0,4.0
ロッテ,益田直也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,松川虎生,右打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ロッテ,美馬学,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,メルセデス,両打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,八木彬,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,安田尚憲,左打,158.0,36.0,13.0,0.0,0.0,49.0,13.0,0.0,3.0
ロッテ,山口航輝,右打,170.0,34.0,8.0,0.0,2.0,48.0,10.0,1.0,0.0
ロッテ,山本大斗,右打,18.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
ロッテ,横山陸人,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,吉田凌,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロッテ,和田康士朗,左打,60.0,9.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0
楽天,浅村栄斗,右打,471.0,119.0,19.0,0.0,14.0,180.0,68.0,4.0,9.0
楽天,阿部寿樹,右打,229.0,52.0,13.0,2.0,9.0,96.0,20.0,1.0,0.0
楽天,石原彪,右打,146.0,25.0,5.0,0.0,4.0,42.0,13.0,0.0,0.0
楽天,伊藤茉央,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,伊藤裕季也,右打,115.0,30.0,6.0,1.0,2.0,44.0,5.0,1.0,0.0
楽天,入江大樹,右打,12.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
楽天,内星龍,左打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,太田光,右打,230.0,45.0,10.0,3.0,2.0,67.0,13.0,2.0,1.0
楽天,岡島豪郎,左打,80.0,16.0,1.0,1.0,1.0,22.0,11.0,1.0,0.0
楽天,小郷裕哉,左打,565.0,145.0,24.0,6.0,7.0,202.0,68.0,3.0,5.0
楽天,岸孝之,右打,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
楽天,黒川史陽,左打,56.0,13.0,1.0,0.0,1.0,17.0,4.0,0.0,0.0
楽天,古謝樹,左打,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,小深田大翔,左打,450.0,103.0,9.0,4.0,3.0,129.0,42.0,2.0,3.0
楽天,小孫竜二,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,酒居知史,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,坂井陽翔,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,櫻井周斗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,島内宏明,左打,131.0,28.0,3.0,1.0,0.0,33.0,16.0,3.0,3.0
楽天,荘司康誠,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,鈴木翔天,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,鈴木大地,左打,406.0,108.0,11.0,5.0,4.0,141.0,23.0,13.0,3.0
楽天,清宮虎多朗,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,宋家豪,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,ターリー,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,平良竜哉,右打,21.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
楽天,高田孝一,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,瀧中瞭太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,辰見鴻之介,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,辰己涼介,左打,537.0,158.0,22.0,12.0,7.0,225.0,44.0,8.0,6.0
楽天,田中和基,両打,31.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
楽天,田中貴也,左打,10.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
楽天,田中将大,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,津留﨑大成,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,中島大輔,左打,123.0,28.0,8.0,1.0,1.0,41.0,2.0,3.0,0.0
楽天,西垣雅矢,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,則本昂大,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,早川隆久,左打,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
楽天,日當直喜,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,フランコ,右打,229.0,50.0,5.0,0.0,8.0,79.0,9.0,2.0,3.0
楽天,藤井聖,左打,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
楽天,藤平尚真,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,ポンセ,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,堀内謙伍,左打,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,松井友飛,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,松田啄磨,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,宮森智志,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,武藤敦貴,左打,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
楽天,村林一輝,右打,518.0,125.0,13.0,3.0,6.0,162.0,21.0,2.0,7.0
楽天,茂木栄五郎,左打,68.0,18.0,4.0,1.0,1.0,27.0,5.0,0.0,1.0
楽天,安田悠馬,左打,122.0,32.0,6.0,0.0,2.0,44.0,6.0,0.0,0.0
楽天,山﨑剛,左打,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,山田遥楓,右打,25.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0
楽天,弓削隼人,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,吉川雄大,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,渡辺翔太,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楽天,渡邊佳明,左打,136.0,34.0,2.0,0.0,0.0,36.0,11.0,0.0,2.0
オリックス,東晃平,右打,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,安達了一,右打,37.0,8.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0
オリックス,阿部翔太,左打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,井口和朋,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,池田陵真,右打,23.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
オリックス,石川亮,右打,7.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
オリックス,宇田川優希,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,エスピノーザ,右打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,大里昂生,左打,153.0,36.0,4.0,2.0,2.0,50.0,14.0,1.0,0.0
オリックス,大城滉二,右打,13.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0
オリックス,太田椋,右打,333.0,96.0,16.0,3.0,6.0,136.0,27.0,1.0,4.0
オリックス,小田裕也,左打,14.0,3.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0
オリックス,カスティーヨ,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,川瀬堅斗,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,来田涼斗,左打,170.0,36.0,7.0,2.0,2.0,53.0,10.0,2.0,0.0
オリックス,宜保翔,左打,12.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
オリックス,紅林弘太郎,右打,465.0,115.0,25.0,0.0,2.0,146.0,37.0,5.0,8.0
オリックス,元謙太,右打,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
オリックス,ゴンザレス,両打,61.0,8.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0
オリックス,小木田敦也,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,古田島成龍,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,才木海翔,右打,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,齋藤響介,右打,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,佐藤一磨,左打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,佐野皓大,右打,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
オリックス,杉澤龍,左打,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
オリックス,杉本裕太郎,右打,219.0,51.0,7.0,0.0,11.0,91.0,15.0,4.0,1.0
